,id,postcode,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,electorate,electoraterating
15730,16501,6022,HAMERSLEY,WA,115.80924,-31.851998,WANGARA DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.8514757,115.8137261,50502108403.0,50502108403.0,505021084.0,Balcatta - Hamersley,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Stirling,22.89943695,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15731,16502,6023,DUNCRAIG,WA,115.774028,-31.834469,WANGARA DC,Delivery Area,Updated 6-Feb-2020,50501.0,Joondalup,505.0,Perth - North West,R2,-31.8306124,115.7752703,50501107218.0,50501107218.0,505011072.0,Duncraig,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,,W1,PHN501,Perth North,Stirling,Moore,Outer Metropolitan
15732,16503,6023,GLENGARRY,WA,115.774028,-31.834469,Perth Metro,,Updated 6-Feb-2020,50501.0,Joondalup,505.0,Perth - North West,R2,-31.8275,115.78,50501107221.0,50501107221.0,505011072.0,Duncraig,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,,W1,PHN501,Perth North,Stirling,Moore,Outer Metropolitan
15733,16504,6024,GREENWOOD,WA,115.803068,-31.83489,WANGARA DC,Delivery Area,Updated 6-Feb-2020,50501.0,Joondalup,505.0,Perth - North West,R2,-31.8248279,115.804795,50501107302.0,50501107302.0,505011073.0,Greenwood - Warwick,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Cowan,34.25815582,W1,PHN501,Perth North,Wanneroo,Cowan,Inner Metropolitan
15734,16505,6024,WARWICK,WA,115.803068,-31.83489,WANGARA DC,Delivery Area,Updated 6-Feb-2020,50501.0,Joondalup,505.0,Perth - North West,R2,-31.8421345,115.8128004,50501107333.0,50501107333.0,505011073.0,Greenwood - Warwick,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Cowan,34.25815582,W1,PHN501,Perth North,Wanneroo,Cowan,Inner Metropolitan
15735,16506,6025,CRAIGIE,WA,115.754405,-31.79583,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50501.0,Joondalup,505.0,Perth - North West,R2,-31.7852371,115.7675831,50501107009.0,50501107009.0,505011070.0,Craigie - Beldon,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,30.35162354,W1,PHN501,Perth North,Joondalup,Moore,Outer Metropolitan
15736,16507,6025,HILLARYS,WA,115.754405,-31.79583,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50501.0,Joondalup,505.0,Perth - North West,R2,-31.8083286,115.7438768,50501107513.0,50501107513.0,505011075.0,Hillarys,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,30.35162354,W1,PHN501,Perth North,Joondalup,Moore,Outer Metropolitan
15737,16508,6025,KALLAROO,WA,115.754405,-31.79583,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50501.0,Joondalup,505.0,Perth - North West,R2,-31.789,115.739,50501107921.0,50501107921.0,505011079.0,Mullaloo - Kallaroo,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,30.35162354,W1,PHN501,Perth North,Joondalup,Moore,Outer Metropolitan
15738,16509,6025,PADBURY,WA,115.754405,-31.79583,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50501.0,Joondalup,505.0,Perth - North West,R2,-31.8007703,115.7734455,50501108107.0,50501108107.0,505011081.0,Padbury,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,30.35162354,W1,PHN501,Perth North,Joondalup,Moore,Outer Metropolitan
15739,16510,6026,KINGSLEY,WA,115.799832,-31.801707,WANGARA DC,Delivery Area,Updated 6-Feb-2020,50501.0,Joondalup,505.0,Perth - North West,R2,-31.8115417,115.8043918,50501107815.0,50501107815.0,505011078.0,Kingsley,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,38.74143982,W1,PHN501,Perth North,Wanneroo,Moore,Outer Metropolitan
15740,16511,6026,WOODVALE,WA,115.799832,-31.801707,WANGARA DC,Delivery Area,Updated 6-Feb-2020,50501.0,Joondalup,505.0,Perth - North West,R2,-31.7945139,115.796097,50501108306.0,50501108306.0,505011083.0,Woodvale,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,38.74143982,W1,PHN501,Perth North,Wanneroo,Moore,Outer Metropolitan
15741,16512,6027,BELDON,WA,115.756405,-31.763347,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.7725971,115.7672666,50501107003.0,50501107003.0,505011070.0,Craigie - Beldon,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,49.16234589,W1,PHN501,Perth North,Wanneroo,Moore,Outer Metropolitan
15742,16513,6027,CONNOLLY,WA,115.756405,-31.763347,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.7518034,115.7505882,50501107402.0,50501107402.0,505011074.0,Heathridge - Connolly,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,49.16234589,W1,PHN501,Perth North,Wanneroo,Moore,Outer Metropolitan
15743,16514,6027,EDGEWATER,WA,115.756405,-31.763347,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.7647978,115.781458,50501107725.0,50501107725.0,505011077.0,Joondalup - Edgewater,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,49.16234589,W1,PHN501,Perth North,Wanneroo,Moore,Outer Metropolitan
15744,16515,6027,HEATHRIDGE,WA,115.756405,-31.763347,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.759339,115.7579544,50501107412.0,50501107412.0,505011074.0,Heathridge - Connolly,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,49.16234589,W1,PHN501,Perth North,Wanneroo,Moore,Outer Metropolitan
15745,16516,6027,JOONDALUP,WA,115.756405,-31.763347,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.7339218,115.7657296,50501107731.0,50501107731.0,505011077.0,Joondalup - Edgewater,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,49.16234589,W1,PHN501,Perth North,Wanneroo,Moore,Outer Metropolitan
15746,16517,6027,JOONDALUP DC,WA,115.756405,-31.763347,Perth Metro,,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.7412,115.759,50501107716.0,50501107716.0,505011077.0,Joondalup - Edgewater,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,49.16234589,W1,PHN501,Perth North,Wanneroo,Moore,Outer Metropolitan
15747,16518,6027,MULLALOO,WA,115.756405,-31.763347,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.7803535,115.7438482,50501107922.0,50501107922.0,505011079.0,Mullaloo - Kallaroo,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,49.16234589,W1,PHN501,Perth North,Wanneroo,Moore,Outer Metropolitan
15748,16519,6027,OCEAN REEF,WA,115.756405,-31.763347,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.7600517,115.7332807,50501108014.0,50501108014.0,505011080.0,Ocean Reef,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,49.16234589,W1,PHN501,Perth North,Wanneroo,Moore,Outer Metropolitan
15749,16520,6028,BURNS BEACH,WA,115.747655,-31.733717,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50501.0,Joondalup,505.0,Perth - North West,R2,-31.7246872,115.7248959,50501107610.0,50501107614.0,505011076.0,Iluka - Burns Beach,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,,W1,PHN501,Perth North,Wanneroo,Moore,Outer Metropolitan
15750,16521,6028,CURRAMBINE,WA,115.747655,-31.733717,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50501.0,Joondalup,505.0,Perth - North West,R2,-31.7350638,115.7450235,50501107134.0,50501107134.0,505011071.0,Currambine - Kinross,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,,W1,PHN501,Perth North,Wanneroo,Moore,Outer Metropolitan
15751,16522,6028,ILUKA,WA,115.747655,-31.733717,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50501.0,Joondalup,505.0,Perth - North West,R2,-31.738911,115.7291538,50501107605.0,50501107612.0,505011076.0,Iluka - Burns Beach,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,,W1,PHN501,Perth North,Wanneroo,Moore,Outer Metropolitan
15752,16523,6028,KINROSS,WA,115.747655,-31.733717,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50501.0,Joondalup,505.0,Perth - North West,R2,-31.7214518,115.7413155,50501107108.0,50501107108.0,505011071.0,Currambine - Kinross,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Moore,,W1,PHN501,Perth North,Wanneroo,Moore,Outer Metropolitan
15753,16524,6029,TRIGG,WA,115.755689,-31.876897,GWELUP DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.8736239,115.7604781,50502109413.0,50502109413.0,505021094.0,Trigg - North Beach - Watermans Bay,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Stirling,31.06391144,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15754,16525,6030,CLARKSON,WA,115.711684,-31.687341,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.6843679,115.7267753,50503110110.0,50503110110.0,505031101.0,Clarkson,50503.0,Wanneroo,505.0,Perth - North West,1.0,1.0,1.0,1.0,Pearce,,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15755,16526,6030,MERRIWA,WA,115.711684,-31.687341,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.6673101,115.7127407,50503109929.0,50503109929.0,505031099.0,Butler - Merriwa - Ridgewood,50503.0,Wanneroo,505.0,Perth - North West,1.0,1.0,1.0,1.0,Pearce,,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15756,16527,6030,MINDARIE,WA,115.711684,-31.687341,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.6900771,115.7060487,50503110528.0,50503110528.0,505031105.0,Mindarie - Quinns Rocks - Jindalee,50503.0,Wanneroo,505.0,Perth - North West,1.0,1.0,1.0,1.0,Pearce,,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15757,16528,6030,QUINNS ROCKS,WA,115.711684,-31.687341,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.6605175,115.6959328,50503110523.0,50503110523.0,505031105.0,Mindarie - Quinns Rocks - Jindalee,50503.0,Wanneroo,505.0,Perth - North West,1.0,1.0,1.0,1.0,Pearce,,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15758,9818,6030,RIDGEWOOD,WA,115.711684,-31.687341,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.6592742,115.7211663,50503109922.0,50503109922.0,505031099.0,Butler - Merriwa - Ridgewood,50503.0,Wanneroo,505.0,Perth - North West,1.0,1.0,1.0,1.0,Pearce,,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15759,9819,6030,TAMALA PARK,WA,115.711684,-31.687341,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.7074231,115.7221964,50503110103.0,50503110103.0,505031101.0,Clarkson,50503.0,Wanneroo,505.0,Perth - North West,1.0,1.0,1.0,1.0,Pearce,,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15760,9820,6031,BANKSIA GROVE,WA,115.772138,-31.692538,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.7032401,115.8049933,50503110009.0,50503110009.0,505031100.0,Carramar,50503.0,Wanneroo,505.0,Perth - North West,1.0,1.0,1.0,1.0,Pearce,50.45759964,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15761,9821,6031,CARRAMAR,WA,115.772138,-31.692538,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.7061221,115.7879599,50503110020.0,50503110020.0,505031100.0,Carramar,50503.0,Wanneroo,505.0,Perth - North West,1.0,1.0,1.0,1.0,Pearce,50.45759964,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15762,9822,6031,NEERABUP,WA,115.772138,-31.692538,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.6922619,115.7608745,50503110601.0,50503110601.0,505031106.0,Neerabup National Park,50503.0,Wanneroo,505.0,Perth - North West,1.0,1.0,1.0,1.0,Pearce,50.45759964,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15763,9823,6032,NOWERGUP,WA,115.74887,-31.643227,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.6459321,115.7693535,50503110918.0,50503125603.0,505031256.0,Carabooda - Pinjar,50503.0,Wanneroo,505.0,Perth - North West,1.0,1.0,1.0,1.0,Pearce,,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15764,9824,6033,CARABOODA,WA,115.711357,-31.609115,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.5988865,115.7160969,50503110915.0,50503125602.0,505031256.0,Carabooda - Pinjar,50503.0,Wanneroo,505.0,Perth - North West,2.0,1.0,2.0,1.0,Pearce,21.19711685,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15765,9825,6034,EGLINTON,WA,115.663878,-31.585614,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.5877637,115.6687491,50503110915.0,50503125503.0,505031255.0,Alkimos - Eglinton,50503.0,Wanneroo,505.0,Perth - North West,2.0,1.0,2.0,1.0,Pearce,,W1,PHN501,Perth North,Victoria Plains,Pearce,Outer Metropolitan
15766,9826,6035,YANCHEP,WA,115.729901,-31.524716,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.536528,115.7338502,50503110903.0,50503125601.0,505031256.0,Carabooda - Pinjar,50503.0,Wanneroo,505.0,Perth - North West,2.0,2.0,2.0,2.0,Pearce,,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15767,9827,6036,BUTLER,WA,115.70986,-31.649385,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.6417639,115.7041334,50503109913.0,50503109913.0,505031099.0,Butler - Merriwa - Ridgewood,50503.0,Wanneroo,505.0,Perth - North West,1.0,1.0,1.0,1.0,Pearce,,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15768,9828,6036,JINDALEE,WA,115.70986,-31.649385,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.6506812,115.6920211,50503110521.0,50503110547.0,505031105.0,Mindarie - Quinns Rocks - Jindalee,50503.0,Wanneroo,505.0,Perth - North West,1.0,1.0,1.0,1.0,Pearce,,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15769,9829,6037,TWO ROCKS,WA,115.616105,-31.48847,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.4847915,115.6273131,50503110903.0,50503125701.0,505031257.0,Two Rocks,50503.0,Wanneroo,505.0,Perth - North West,2.0,2.0,2.0,2.0,Pearce,,W1,PHN501,Perth North,Wanneroo,Pearce,Outer Metropolitan
15770,9830,6038,ALKIMOS,WA,115.723047,-32.289149,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50503.0,Wanneroo,505.0,Perth - North West,R2,-31.6171563,115.6805868,50503110915.0,50503125501.0,505031255.0,Alkimos - Eglinton,50503.0,Wanneroo,505.0,Perth - North West,2.0,1.0,2.0,1.0,Pearce,3.638864517,W1,PHN501,Perth North,Victoria Plains,Pearce,Outer Metropolitan
15771,9831,6041,CARABAN,WA,115.568551,-31.379673,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,R2,-31.3624436,115.5454302,50902123906.0,50902123906.0,509021239.0,Gingin - Dandaragan,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,2.0,2.0,5.0,5.0,Pearce,45.95726776,W1,PHN503,Country WA,Gingin,Pearce,Outer Metropolitan
15772,9832,6041,GABBADAH,WA,115.568551,-31.379673,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,R2,-31.2810291,115.5043259,50902123920.0,50902123920.0,509021239.0,Gingin - Dandaragan,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,2.0,2.0,5.0,5.0,Pearce,45.95726776,W1,PHN503,Country WA,Gingin,Pearce,Outer Metropolitan
15773,9833,6041,GUILDERTON,WA,115.568551,-31.379673,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,R2,-31.3418065,115.5056451,50902123913.0,50902123913.0,509021239.0,Gingin - Dandaragan,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,2.0,2.0,5.0,5.0,Pearce,45.95726776,W1,PHN503,Country WA,Gingin,Pearce,Outer Metropolitan
15774,9834,6041,WILBINGA,WA,115.568551,-31.379673,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,R2,-31.3993198,115.6071105,50902123906.0,50902123906.0,509021239.0,Gingin - Dandaragan,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,2.0,2.0,5.0,5.0,Pearce,45.95726776,W1,PHN503,Country WA,Gingin,Pearce,Outer Metropolitan
15775,9835,6041,WOODRIDGE,WA,115.568551,-31.379673,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,R2,-31.3369602,115.5997274,50902123905.0,50902123905.0,509021239.0,Gingin - Dandaragan,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,2.0,2.0,5.0,5.0,Pearce,45.95726776,W1,PHN503,Country WA,Gingin,Pearce,Outer Metropolitan
15776,9836,6042,SEABIRD,WA,115.508625,-31.254414,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,R2,-31.2638905,115.4615092,50902123909.0,50902123909.0,509021239.0,Gingin - Dandaragan,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,2.0,2.0,5.0,5.0,Pearce,60.83789825,W1,PHN503,Country WA,Gingin,Pearce,Outer Metropolitan
15777,9837,6043,BRETON BAY,WA,115.424522,-31.141763,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,R2,-31.1919489,115.4504558,50902123921.0,50902123921.0,509021239.0,Gingin - Dandaragan,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,3.0,3.0,5.0,5.0,Pearce,,W1,PHN503,Country WA,Gingin,Pearce,Outer Metropolitan
15778,9838,6043,LEDGE POINT,WA,115.424522,-31.141763,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,R2,-31.106689,115.3756308,50902123901.0,50902123901.0,509021239.0,Gingin - Dandaragan,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,3.0,3.0,5.0,5.0,Pearce,,W1,PHN503,Country WA,Gingin,Pearce,Outer Metropolitan
15779,9839,6044,KARAKIN,WA,115.424656,-30.972846,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,R2,-31.0647006,115.3972411,50902123904.0,50902123904.0,509021239.0,Gingin - Dandaragan,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,3.0,3.0,5.0,5.0,Pearce,126.6207886,W1,PHN503,Country WA,Victoria Plains,Pearce,Outer Metropolitan
15780,9840,6044,LANCELIN,WA,115.424656,-30.972846,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,R2,-31.0454098,115.3532775,50902123919.0,50902123919.0,509021239.0,Gingin - Dandaragan,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,3.0,3.0,5.0,5.0,Pearce,126.6207886,W1,PHN503,Country WA,Victoria Plains,Pearce,Outer Metropolitan
15781,9841,6044,NILGEN,WA,115.424656,-30.972846,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,R2,-30.9710676,115.3670058,50902123904.0,50902123904.0,509021239.0,Gingin - Dandaragan,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,3.0,3.0,5.0,5.0,Pearce,126.6207886,W1,PHN503,Country WA,Victoria Plains,Pearce,Outer Metropolitan
15782,9842,6044,WEDGE ISLAND,WA,115.424656,-30.972846,JOONDALUP DC,Delivery Area,Updated 6-Feb-2020,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,R2,-30.7904266,115.2174028,50902123915.0,50902123915.0,509021239.0,Gingin - Dandaragan,50902.0,Wheat Belt - North,509.0,Western Australia - Wheat Belt,3.0,3.0,5.0,5.0,Pearce,126.6207886,W1,PHN503,Country WA,Victoria Plains,Pearce,Outer Metropolitan
15783,9843,6050,COOLBINIA,WA,115.871864,-31.930574,BASSENDEAN DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9138684,115.8543906,50502109730.0,50502109730.0,505021097.0,Yokine - Coolbinia - Menora,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Perth,,W1,PHN501,Perth North,Vincent,Stirling,Inner Metropolitan
15784,9844,6050,MENORA,WA,115.871864,-31.930574,BASSENDEAN DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9231622,115.8608222,50502109706.0,50502109706.0,505021097.0,Yokine - Coolbinia - Menora,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Perth,,W1,PHN501,Perth North,Vincent,Stirling,Inner Metropolitan
15785,9845,6050,MOUNT LAWLEY,WA,115.871864,-31.930574,BASSENDEAN DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9320594,115.8741149,50302103917.0,50302103917.0,503021039.0,Mount Lawley - Inglewood,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,,W1,PHN501,Perth North,Vincent,Stirling,Inner Metropolitan
15786,9846,6051,MAYLANDS,WA,115.899589,-31.938107,BASSENDEAN DC,Delivery Area,Updated 6-Feb-2020,50401.0,Bayswater - Bassendean,504.0,Perth - North East,R2,-31.938255,115.9024493,50401104603.0,50401104603.0,504011046.0,Maylands,50401.0,Bayswater - Bassendean,504.0,Perth - North East,1.0,1.0,1.0,1.0,Perth,6.260779381,W1,PHN501,Perth North,Stirling,Perth,Inner Metropolitan
15787,9847,6052,BEDFORD,WA,115.883976,-31.915463,BASSENDEAN DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.915616,115.884707,50302103937.0,50302103937.0,503021039.0,Mount Lawley - Inglewood,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,27.68145943,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15788,9848,6052,INGLEWOOD,WA,115.883976,-31.915463,BASSENDEAN DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9168382,115.8851214,50302103937.0,50302103937.0,503021039.0,Mount Lawley - Inglewood,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,27.68145943,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15789,9849,6053,BAYSWATER,WA,115.914851,-31.920863,BASSENDEAN DC,Delivery Area,Updated 6-Feb-2020,50401.0,Bayswater - Bassendean,504.0,Perth - North East,R2,-31.9164799,115.9172336,50401104538.0,50401104538.0,504011045.0,Bayswater - Embleton - Bedford,50401.0,Bayswater - Bassendean,504.0,Perth - North East,1.0,1.0,1.0,1.0,Perth,,W1,PHN501,Perth North,Bayswater,Perth,Inner Metropolitan
